depot,destination_name,destination_lat,destination_lon,distance_km,duration_min
Gare de Lyon,Pharmacie Mathieu,48.8895292,2.3399573,6.94,19.52
Gare de Lyon,Emilie and the cool kids,48.8302867,2.2452439,15.26,26.34
Gare de Lyon,L'Annexe,48.8487827,2.3484052,3.48,9.45
Gare de Lyon,Woodiz,48.8691544,2.3912624,5.96,17.12
Gare de Lyon,SG,48.8544065,2.2654081,11.17,27.11
Gare de Lyon,Parking Mazarine,48.8547313,2.3381165,4.29,11.53
Gare de Lyon,Il Ristorante,48.8812078,2.2985243,9.39,24.0
Gare de Lyon,Quatre-Vingt-Neuf,48.8886787,2.3199258,8.42,23.4
Gare de Lyon,L'Ami Justin,48.8595058,2.3894318,4.18,10.38
Gare de Lyon,Le Café du Théâtre,48.8903677,2.3716018,6.57,17.95
Gare de Lyon,Chez l'oncle Lin,48.8469216,2.3480978,3.5,9.54
Gare de Lyon,Le Terminus Balard,48.8370093,2.278353,12.37,21.37
Gare de Lyon,Gymnase Jacques Goddet,48.8221138,2.2559744,14.52,26.91
Gare de Lyon,Marlette,48.8574019,2.3526636,3.37,9.82
Gare de Lyon,Couvent Sainte-Périne,48.8884866,2.3735281,6.63,18.13
Gare de Lyon,Conservatoire de Musique Orientale,48.8843547,2.3775215,6.11,16.6
Gare de Lyon,Chapelle Notre-Dame des Malades,48.8822635,2.3613237,6.76,18.89
Gare de Lyon,Buttes Snack Bar,48.8752154,2.3816867,5.38,15.07
Gare de Lyon,BRED,48.8695499,2.2267015,14.77,32.56
Gare de Lyon,Plural,48.8688756,2.3857746,4.42,12.61
Gare de Lyon,Institut de Radiologie Boulogne-Billancourt,48.8282844,2.2342397,15.86,27.36
Gare de Lyon,Bastille,48.8530436,2.3697723,1.83,5.2
Gare de Lyon,Cédric Tassin,48.8645796,2.3936727,3.98,11.09
Gare de Lyon,L'acteur Grec,48.8478248,2.338631,4.18,11.6
Gare de Lyon,Le Play,48.8453566,2.3362684,4.61,12.84
Gare de Lyon,Les Petits Chaperons Rouges,48.8449823,2.3185116,6.57,18.02
Gare de Lyon,LCL,48.8358308,2.4051084,2.57,7.13
Gare de Lyon,Le Cercle,48.884124,2.3472403,5.95,16.76
Gare de Lyon,L'Opportun,48.8416161,2.3241649,5.26,14.45
Gare de Lyon,Clinique Vétérinaire V24,48.8991724,2.2857871,10.84,25.68
Gare de Lyon,Jefrey's,48.8660724,2.3486893,5.55,15.7
Gare de Lyon,CIC,48.8271395,2.2425276,15.53,26.68
Gare de Lyon,Citadines,48.860658,2.3469337,4.78,12.91
Gare de Lyon,Bourg l'Abbé - Saint-Martin,48.8639315,2.3522584,4.55,13.03
Gare de Lyon,Ko’Tea,48.8676536,2.3468785,5.31,15.01
Gare de Lyon,Sainte-Beuve,48.8439206,2.329496,5.04,13.73
Gare de Lyon,Pharmacie Rive Gauche,48.846049,2.278046,13.51,24.41
Gare de Lyon,La Crêperie du 2bis,48.8476936,2.3523471,3.0,8.12
Gare de Lyon,Racine,48.8466787,2.3478893,3.52,9.6
Gare de Lyon,Froidevaux - Boulard,48.8351811,2.3293989,4.84,13.45
Gare de Lyon,Liife – Montorgueil,48.8675948,2.3472573,5.38,15.33
Gare de Lyon,Auciel,48.8543768,2.3835689,2.33,6.19
Gare de Lyon,Baca'v,48.839103,2.3560194,2.74,7.37
Gare de Lyon,Chez Gusto,48.8950535,2.3171038,9.9,24.23
Gare de Lyon,Artisan de la Truffe,48.860675,2.3548105,4.69,13.09
Gare de Lyon,Le Gourmet de Boulogne,48.8393668,2.2467954,14.46,24.55
Gare de Lyon,ECF,48.8498236,2.3840976,1.7,4.46
Gare de Lyon,Alma Georges V,48.8666971,2.3011333,7.83,19.96
Gare de Lyon,Les Petits Parisiens,48.8249015,2.320376,5.98,15.85
Gare de Lyon,Petronella,48.8942011,2.2882065,10.41,25.67
Gare de Lyon,Sylvie - Allegro Musique,48.8702644,2.356512,4.81,13.46
Gare de Lyon,Pharmacie du centre,48.8831102,2.2739145,10.46,25.51
Gare de Lyon,Chicken World,48.8246574,2.3643315,3.64,10.46
Gare de Lyon,CMG Sports Club,48.8712751,2.3477532,5.0,13.97
Gare de Lyon,Le P’tit Bistrot,48.869253,2.3561965,4.95,13.94
Gare de Lyon,Pendule de Foucault,48.8461929,2.3461361,3.84,11.15
Gare de Lyon,Kibele,48.8712594,2.3520796,4.63,13.16
Gare de Lyon,Les Chérubins de Montreuil,48.8529009,2.4450219,6.4,14.26
Gare de Lyon,BNP Paribas,48.8744495,2.3205466,6.8,18.86
Gare de Lyon,Boma,48.8475693,2.3484126,3.41,9.34
Gare de Lyon,Color Design Hôtel,48.8494118,2.3809774,1.93,5.49
Gare de Lyon,Makinne,48.8572892,2.3686817,2.88,7.99
Gare de Lyon,L'Embrasser,48.8514841,2.3576994,3.06,8.53
Gare de Lyon,Pistoliers d'Auteuil,48.817113,2.2509223,15.65,27.36
Gare de Lyon,La Villa Haussmann,48.8753192,2.3167286,6.94,19.09
Gare de Lyon,L'Oiseau de Feu,48.8445358,2.3207817,6.15,16.41
Gare de Lyon,Casa Mario,48.8234946,2.2678173,13.09,24.58
Gare de Lyon,Collège Hector Berlioz,48.8467414,2.4275896,4.79,10.09
Gare de Lyon,Pierre Sylvain Stein,48.8546778,2.4592387,8.18,16.49
Gare de Lyon,Montmartre Recording,48.8872463,2.3338457,7.15,19.93
Gare de Lyon,Hôtel Monceau Wagram,48.880913,2.2989179,9.05,23.02
Gare de Lyon,Masséna,48.8719098,2.3260854,6.3,17.64
Gare de Lyon,Parking Bastille,48.8496512,2.3682504,1.94,5.32
Gare de Lyon,Les Enfants du Paradis,48.8741152,2.3446134,5.58,15.57
Gare de Lyon,Collège privé MCCAXES,48.8437557,2.2589364,14.22,24.17
Gare de Lyon,Livres à vous,48.816887,2.3793052,4.9,10.12
Gare de Lyon,Embassy of Texas,48.8668176,2.3286084,5.41,15.11
Gare de Lyon,mon stade training,48.8285974,2.3823328,2.6,7.08
Gare de Lyon,Avis,48.8263541,2.4052937,3.44,9.55
Gare de Lyon,Meshuga,48.8447061,2.3322538,4.93,13.7
Gare de Lyon,École Les Ajoncs 1,48.8191548,2.2516781,15.69,27.5
Gare de Lyon,OTTO,48.8347385,2.3446953,3.64,10.14
Gare de Lyon,Dante,48.8493296,2.3451503,3.65,10.05
Gare de Lyon,LCL,48.8516612,2.2678982,14.88,26.17
Gare de Lyon,Venus Callipyge,48.8631433,2.3272725,6.41,16.97
Gare de Lyon,La Galerie,48.8684461,2.2249719,14.16,31.14
Gare de Lyon,Five Chicken,48.8335199,2.309788,6.56,17.94
Gare de Lyon,La Grèce,48.8218463,2.3658486,4.91,10.15
Gare de Lyon,Maison de la Radio,48.8512657,2.2781107,9.89,23.54
Gare de Lyon,Crédit Mutuel,48.8923179,2.4558408,12.17,22.28
Gare de Lyon,La Couronne Dorée,48.8284725,2.2816377,12.07,21.76
Gare de Lyon,Chamie,48.8515196,2.3460703,3.56,9.58
Gare de Lyon,Fontaine Wallace,48.8802774,2.2393283,13.9,30.64
Gare de Lyon,Antonin Raynaud,48.8942913,2.2845558,11.26,26.43
Gare de Lyon,La table de Maître Corbeau,48.8670549,2.2838592,9.32,22.91
Gare de Lyon,Calibré,48.8625629,2.340465,4.49,12.51
